WrdEngID	WrdEng	pRoman
574	office	ˈɑfəs;অফিচ্
575	only	ˈoʊnliː;অন্‌লি
576	parliament	ˈpɑrləmənt;পাৰ্লিয়ামেণ্ট
577	part	ˈpɑrt;পাৰ্ট
578	hammer	ˈhæmər;হেমাৰ
579	people	ˈpiːpəl;পিপ’ল
580	per	ˈpər;পাৰ
581	place	ˈpleɪs;প্লেইচ্
582	praise	ˈpreɪz;প্ৰেইজ্
583	precaution	prɪˈkɔʃən;প্ৰিকৌচন
584	present	ˈprezənt;প্ৰেজেণ্ট
585	prevent	prɪˈvent;প্ৰিভেণ্ট
586	promotion	prəˈmoʊʃən;প্ৰম’চন
587	property	ˈprɑpərtiː;প্ৰপাৰ্টি
588	public	ˈpəblɪk;পাব্লিক্
589	publish	ˈpəblɪʃ;পাব্লিচ্
590	question	ˈkwestʃən;কুৱেচ্‌চন্
591	railway	ˈreɪlˌweɪ;ৰেইলৱেই
592	raj	ˈrɑdʒ;ৰাজ
593	reply	rɪˈplaɪ;ৰিপ্লাই
594	will	wəl;উইল
595	accuse	əˈkjuːz;একিউজ্
596	act	ˈækt;এক্ট
597	additional	əˈdɪʃənəl;এডিচনেল
598	administration	ədˌmɪnəˈstreɪʃən;এডমিনিষ্ট্ৰেইচন্
599	agenda	əˈdʒendə;এজেণ্ডা
600	agreement	əˈgriːmənt;এগ্ৰিমেণ্ট
601	aid	ˈeɪd;এইড
602	allocation	ˌæləˈkeɪʃən;এল’কেইচন্
603	announce	əˈnæʊns;এনাউঞ্চ
604	as	əz;এজ্
605	at	ət;এট্
606	capacity	kəˈpæsətiː;কেপাচিটি
607	chairman	ˈtʃerˌmæn;চেয়াৰমেন
608	comment	ˈkɑˌment;ক’মেণ্ট
609	common	ˈkɑmən;ক’মন
610	communal	kəˈmjuːnəl;কমিউনেল
611	confidence	ˈkɑnfədəns; কন্‌ফিদেন্‌চ
612	consent	kənˈsent;কন্‌চেণ্ট
613	continue	kənˈtɪnjuː;কন্‌টিনিউ
614	crore	ˈkrɔr;ক্ৰ’ৰ্‌
615	current	ˈkərənt;কৰেণ্ট
616	damage	ˈdæmɪdʒ;ডেমেইজ্
617	debate	dɪˈbeɪt;ডিবেইট্
618	decision	dɪˈsɪʒən;ডিচিচন
619	delay	dɪˈleɪ;ডিলেই
620	delhi	ˈdeliː;ডেল্‌হি
621	different	ˈdɪfərnt;ডিফ্‌ৰেণ্ট
622	direct	dəˈrekt;ডিৰেক্‌ত, ডাইৰেক্‌ত
623	drawing	ˈdrɔ()ɪŋ;ড্ৰইং
624	each	ˈiːtʃ;ইচ
625	earthquake	ˈərθˌkweɪk; আৰ্থকুৱেক
626	east	ˈiːst;ইষ্ট
627	efficient	ɪˈfɪʃənt;ইফিচিয়েণ্ট
628	entire	ɪnˈtaɪr;ইণ্টায়াৰ্‌, এণ্টায়া‍ৰ্‌
629	essential	ɪˈsenʃəl;এচেনচিয়েল
630	every	ˈevriː;এভ্‌ৰি
631	expensive	ɪkˈspensɪv;‍এক্সপেঞ্চিভ্
632	fact	ˈfækt;ফেক্‌ত
633	fee	ˈfiː;ফি
634	fire	ˈfɪr;ফায়াৰ
635	freedom	ˈfriːdəm;ফ্ৰিডম
636	freely	ˈfriːliː;ফ্ৰিলি
637	future	ˈfjuːtʃər;ফিউচাৰ
638	good	ˈgʊd;গুড
639	hour	ˈæʊr;আৱাৰ্‌
640	if	ˈɪf;ইফ্
641	in	ˈɪn;ইন্
642	injure	ˈɪndʒər;ইঞ্জ্যুৰ্‌
643	innocent	ˈɪnəsənt;ইন’চেণ্ট‍
644	interest	ˈɪntrəst;ইণ্টাৰেষ্ট্
645	join	ˈdʒɔɪn;জইন্
646	kill	ˈkɪl;কিল্
647	policy	ˈpɑləsiː;প’লিচি
648	possibility	ˌpɑsəˈbɪlətiː;পচিবিলিটি
649	region	ˈriːdʒən;ৰিজন্
650	relationship	rɪˈleɪʃənˌʃɪp;ৰিলেইচনচিপ
651	remedy	ˈremədiː;ৰেমেডি
652	request	rɪˈkwest;ৰিকুৱেষ্ট
653	require	rɪˈkwaɪr;ৰি‍কুৱায়াৰ্‌
654	result	rɪˈzəlt;ৰিজাল্ট
655	rice	ˈraɪs;ৰাইচ্
656	right	ˈraɪt;ৰাইট্‌
657	rights	ˈraɪts;ৰাই‍ট্‌চ্‌
658	role	ˈroʊl;ৰ’ল
659	same	ˈseɪm;চেইম
660	second	ˈsekənd;চেকেণ্ড
661	secret	ˈsiːkrət;চিক্ৰেট
662	security	sɪˈkjʊrətiː;চিকিউৰিটি
663	see	ˈsiː;চি
664	series	ˈsɪriːz;চিৰিজ
665	seventeen	ˌsevənˈtiːn;চেভেনটিন
666	several	ˈsevrəl;চেভেৰেল
667	soft	ˈsɔft;চফ্ট
668	some	ˈsəm;চ’ম
669	sometime	ˈsəmˌtaɪm;চ’মটাইম
670	unearth	ˌənˈərθ;আন্আৰ্থ
671	universal	ˌjuːnəˈvərsəl;ইউনিভাৰচেল
672	us	ˈəs;আচ্
673	account	əˈkæʊnt;একাউণ্ট
674	accused	əˈkjuːzd;একিউজড
675	agriculture	ˈægrɪˌkəltʃər;এগ্ৰিকাল্চাৰ
676	amendment	əˈmenmənt;এমেণ্ডমেণ্ট
677	hundred	ˈhəndrəd;হাণ্ডড্ৰেড
678	main	ˈmeɪn;মেইন
679	make	ˈmeɪk;মেইক
680	minority	məˈnɔrətiː;মাইন’ৰিটি
681	misuse	ˈmɪsˌjuːs;মিচ্ ইউচ
682	movement	ˈmuːvmənt;মুভমেণ্ট
683	national	ˈnæʃnəl;নেচেনেল
684	naturally	ˈnætʃərəliː;নেচাৰেলি
685	necessary	ˈnesəˌseriː;নেচেচাৰি
686	need	ˈniːd;নিড্
687	new	ˈnuː;নিউ
688	scholarly	ˈskɑlərˌli;স্কলাৰলি
689	childish whim	ˈtʃaɪldɪʃ ˈwɪm;চাইলডিচ ৱিম
690	open	ˈoʊpən;ওপেন
691	operation	ˌɑpəˈreɪʃən;অপাৰেচন
692	perceive	pərˈsiːv;পাৰচিভ
693	percent	pərˈsent;পাৰচেণ্ট
694	geography	dʒiːˈɑgrəfiː;জিঅগ্ৰাফি
695	jupiter	ˈdʒuːpətər;জুপিটাৰ
696	neptune	ˈnepˌtuːn;নেপটুন
697	uranus	ˈjʊrənəs;ইউৰেনাচ্
698	mercury	ˈmərkjəriː;মাৰ্কিউৰি
699	venus	ˈviːnəs;ভেনাচ
700	week	ˈwiːk;উইক
701	full	ˈfʊl;ফুল
702	fool	ˈfuːl;ফুল
703	plan	ˈplæn;প্লেন
704	integration	ˌɪntəˈgreɪʃən;ইণ্টেগ্ৰেইচন
705	mime	ˈmaɪm;মাইম
706	oil	ˈɔɪl;অইল
707	schedule	ˈskedʒuːl;স্কেডিউল
708	timetable	ˈtaɪmˌteɪbəl;টাইমটেবল
709	time limit	ˈtaɪm ˈlɪmət;টাইম লিমিট
710	time period	ˈtaɪm ˈpɪriːəd;টাইম পিৰিয়ড
711	scale	ˈskeɪl;স্কেইল
712	xutuli pitha	[xutuli] [pitha];
713	base	ˈbeɪs;বেইচ
714	top	ˈtɑp;টপ
715	formation	fɔrˈmeɪʃən;ফৰ্মেচন
716	reserve	rɪˈzərv;ৰিজাৰ্ভ
717	reservoir	ˈrezəˌvwɑr;ৰেজাৰ্ভ’ৰ
718	air	ˈer;এয়াৰ
719	wind	ˈwɪnd;উইণ্ড
720	breeze	ˈbriːz;ব্ৰিজ
721	cyclone	ˈsaɪˌkloʊn;চাইক্ল’ন
722	hurricane	ˈhərəˌkeɪn;হাৰিকেইন
723	typhoon	taɪˈfuːn;টাইফুন
724	first	ˈfərst;ফাৰ্ষ্ট
725	fourth	ˈfɔrθ;ফৰ্থ
726	fifth	ˈfɪθ;ফিফ্‌থ
727	sixth	ˈsɪksθ;চিক্সথ
728	seventh	ˈsevənθ;চেভেন্থ
729	eighth	ˈeɪtθ;এইট্‌থ
730	ninth	ˈnaɪnθ;নাইন্থ
731	tenth	ˈtenθ;টেইন্থ
732	hard	ˈhɑrd;হাৰ্ড
733	easy	ˈiːziː;ইজি
734	advertisement	ædvərˈtaɪzmənt;এডভাৰটাইজমেণ্ট
735	positive	ˈpɑzətɪv;পজিটিভ
736	negative	ˈnegətɪv;নিগেটিভ
737	assert	əˈsərt;এচাৰ্ট
738	Moinul Haque	[Moinul] [Haque];
739	carefully	[carefulli];কেয়াৰফুল্লি
740	gain	ˈgeɪn;গেইন
741	train	ˈtreɪn;ট্ৰেইন
742	election	ɪˈlekʃən;ইলেকচন
743	selection	səˈlekʃən;চিলেকচন
744	suggestion	səgˈdʒestʃən;চাজেচ্চন
745	reduction	rɪˈdəkʃən;ৰিডাকচন
746	addiction	əˈdɪkʃən;এডিক্‌চন
747	addict	əˈdɪkt;এডিক্ট
748	toxic	ˈtɑksɪk;টক্সিক
749	venom	ˈvenəm;ভেনম
750	red	ˈred;ৰেড
751	blue	ˈbluː;ব্লু
752	yellow	ˈjeloʊ;ইয়েল্ল’
753	green	ˈgriːn;গ্ৰিন
754	black	ˈblæk;ব্লেক
755	white	ˈwaɪt;হুৱাইট
756	violet	ˈvaɪlət;ভায়লেট
757	violent	[violent];ভায়লেণ্ট
758	fresh	ˈfreʃ;ফ্ৰেচ
759	sunga saul	[sungaˈsɔl];
760	electron	ɪˈlekˌtrɑn;ইলেকট্ৰন
761	positron	ˈpɑzəˌtrɑn;পাজিট্ৰন
762	habitat	ˈhæbəˌtæt;হেবিটেট
763	concession	kənˈseʃən;কন্‌চেচন্‌
764	geology	dʒiːˈɑlədʒiː;জিয়লজি
765	geological	[geological];জিয়লজিকেল
766	geometry	dʒiːˈɑmətriː;জিয়মেট্ৰি
767	trigonometry	ˌtrɪgəˈnɑmətriː;ট্ৰিগনমেট্ৰি
768	duplicate	ˈduːplɪkət;ডুপ্লিকেট
769	copy	ˈkɑpiː;কপি
770	contour	ˈkɑnˌtʊr;কন্‌টুৰ্‌
771	trajectory	trəˈdʒektriː;ট্ৰেজেক্টৰি
772	wireless	ˈwaɪrləs;ৱায়াৰ্‌লেচ্‌
773	wire	ˈwaɪr;ৱায়াৰ্‌
774	pollution	pəˈluːʃən;পলিউচন
775	candidate	ˈkændəˌdeɪt;কেণ্ডিডেট্
776	gnaw	ˈnɔ;ন
777	lamp	ˈlæmp;লেম্প
778	affection	əˈfekʃən;এফেক্‌চন
779	incident	ˈɪnsədənt;ইনচিডেণ্ট
780	obey	oʊˈbeɪ;অবেই
781	plot	ˈplɑt;প্লট
782	action	ˈækʃən;একচন
783	theater	ˈθiːətər;থিয়টাৰ
784	nail	ˈneɪl;নেইল
785	hair	ˈher;হেয়াৰ
786	flurry	ˈfləriː;ফ্লাৰি
787	duty	ˈduːtiː;ডিউটি
788	rapid	ˈræpəd;ৰেপিড
789	rapidly	ˈræpədˌli;ৰেপিডলি
790	Oxom	[Oxom];
791	quickly	ˈkwikˌli;কুৱিক্‌লি
792	quick	ˈkwɪk;কুৱিক
793	officer	ˈɑfəsər;আফিচাৰ
794	subject	ˈsəbdʒɪkt;চাবজেক্ট
795	chapter	ˈtʃæptər;চেপ্‌টাৰ
796	hobby	ˈhɑbiː;হবি
797	error	ˈerər;এৰ’ৰ
798	mistake	məˈsteɪk;মিষ্টেইক্
799	when	ˈwen;হুৱেন
800	terrorism	ˈterərˌɪzəm;টেৰ’ৰিজ্‌ম
801	orbit	ˈɔrbət;অৰ্বিট
802	army	ˈɑrmiː;আৰ্মি
803	doctor	ˈdɑktər;ডক্টৰ
804	physician	fəˈzɪʃən;ফিজিচিয়ান
805	hospital	ˈhɑspɪtəl;হস্পিটল
806	effort	ˈefərt;এফৰ্ট
807	try	ˈtraɪ;ট্ৰাই
808	trial	ˈtraɪl;ট্ৰায়েল
809	spider	ˈspaɪdər;স্পাইডাৰ
810	net	ˈnet;নেট
811	navy	ˈneɪviː;নেভি
812	fragment	ˈfrægmənt;ফ্ৰেগমেণ্ট
813	bad	ˈbæd;বেড
814	treatment	ˈtriːtmənt;ট্ৰিটমেণ্ট
815	serial	ˈsɪriːəl;চিৰিয়েল
816	labourer	[laborer];লেবৰাৰ
817	labour	ˈleɪbər;লেইবাৰ
818	plain	ˈpleɪn;প্লেইন
819	plateau	plæˈtoʊ;প্লেটু
820	peninsula	pəˈnɪnslə;পেনিনচুলা
821	lake	ˈleɪk;লেইক
822	bat	ˈbæt;বেট
823	pencil	ˈpensəl;পেঞ্চিল
824	discuss	dɪˈskəs;ডিস্কাচ
825	layer	ˈleɪər;লেয়াৰ
826	statemant	ˈsteɪtmənt;ষ্টেইটমেণ্ট
827	fare	ˈfer;ফেয়াৰ
828	mail	ˈmeɪl;মেইল
829	chronometer	krəˈnɑmətər;ক্ৰন’মিটাৰ
830	computer	kəmˈpjuːtər;কম্পিউটাৰ
831	he	ˈhiː;হি
832	she	ˈʃiː;চি
833	you	ˈjuː;ইউ
834	I	ˈaɪ;আই
835	your	jər;ইয়ৰ
836	address	əˈdres;এড্ৰেচ
837	exact	ɪgˈzækt;এক্সেক্ট
838	car	ˈkɑr;কাৰ
839	humanity	hjuːˈmænətiː;হিউমেনিটি
840	grassroots	ˈgræsˌruːts;গ্ৰাচৰুট্‌চ
841	root	ˈruːt;ৰুট
842	sweet	ˈswiːt;চুইট
843	taste	ˈteɪst;টেষ্ট
844	salt	ˈsɔlt;চল্ট
845	sour	ˈsæʊr;চউৰ
846	mono-acting	ˈmɑnoʊˌæktɪŋ;ম’ন’-এক্টিং
847	hear	ˈhɪr;হিয়েৰ
848	kick	ˈkɪk;কিক্
849	crystal	ˈkrɪstəl;ক্ৰিষ্টেল
850	volunteer	ˌvɑlənˈtɪr;ভলেণ্টিয়াৰ
851	graveyard	ˈgreɪvˌjɑrd;গ্ৰেভ্ য়াৰ্ড
852	womb	ˈwuːm;উম্ব
853	associate	əˈsoʊʃiːˌeɪt;এচ’চিয়েট
854	comet	ˈkɑmət;কমেট
855	cosmic	ˈkɑzmɪk;কাচ্‌মিক্‌
856	sea	ˈsiː;চি
857	valley	ˈvæliː;ভেলি
858	land	ˈlænd;লেণ্ড
859	islands	ˈaɪləndz;আইলণ্ডজ
860	door	ˈdɔr;ডৌৰ
861	room	ˈruːm;ৰুম
862	bedroom	ˈbedˈruːm;বেডৰুম
863	kitchen	ˈkɪtʃən;কিটচেন
864	high	ˈhaɪ;হাই
865	low	ˈloʊ;লৌ
866	medium	ˈmiːdiːəm;মিডিয়াম
867	large	ˈlɑrdʒ;লাৰ্জ
868	small	ˈsmɔl;স্মল
869	store	ˈstɔr;ষ্ট’ৰ
870	discussion	dɪˈskəʃən;ডিস্কাচন
871	zone	ˈzoʊn;জ’ন
872	hello	həˈloʊ;হেল’
873	my	ˈmaɪ;মাই
874	human	ˈhjuːmən;হিউমেন
875	grassland	ˈgræsˌlænd;গ্ৰাচলেণ্ড
876	salty	ˈsɔltiː;চল্টি
877	listen	ˈlɪsən;লিচ্চন
878	parallel	ˈperəˌlel;পেৰেলেল
879	ambassador	æmˈbæsədər;এম্বেচাডৰ
880	tomb	ˈtuːm;টম্ব
881	bordhemali	[bordhemali];
882	cosmos	ˈkɑzməs;কচ্‌মচ
883	ocean	ˈoʊʃən;ঔচন
884	continent	ˈkɑntənənt;কণ্টিনেণ্ট
885	window	ˈwɪndoʊ;উইনডৌ
886	bathroom	ˈbæθruːm;বেথ্‌ৰুম
887	contribute	kənˈtrɪbjət;কণ্ট্ৰিবিউট
888	contribution	ˌkɑntrəˈbjuːʃən;কণ্ট্ৰিবিউচন
889	sir	ˈsər;চাৰ
890	madam	ˈmædəm;মেডাম
891	bath	ˈbæθ;বাথ
892	toilet	ˈtɔɪlət;টইলেট
893	cage	ˈkeɪdʒ;কেইজ
894	porous	ˈpɔrəs;পৰাচ
895	reform	rɪˈfɔrm;ৰিফৰ্ম
896	fish	ˈfɪʃ;ফিচ
897	bird	ˈbərd;বাৰ্ড
898	fisherman	ˈfɪʃərˌmæn;ফিচাৰমেন
899	insult	ɪnˈsəlt;ইন্‌চাল্ট
900	wage	ˈweɪdʒ;ৱেইজ
901	voter	ˈvoʊtər;ভ’টাৰ
902	vote	ˈvoʊt;ভ’ট
903	village	ˈvɪlɪdʒ;ভিলেজ
904	council	ˈkæʊnsəl;কাউনচিল
905	visa	] ˈviːzə;] ভিজা
906	vitamin	ˈvaɪtəmən;ভিটামিন
907	veto	ˈviːtoʊ;ভিট’/ভেট’
908	tariff	ˈterəf;টাৰিফ
909	efficiency	ɪˈfɪʃənsiː;এফিচিয়েঞ্চি
910	universe	ˈjuːnəˌvərs;ইউনিভাৰচ
911	cellular	ˈseljələr;চেলুলাৰ
912	race	ˈreɪs;ৰেচ
913	honey	ˈhəniː;হানি
914	bee	ˈbiː;বি
915	fly	ˈflaɪ;ফ্লাই
916	grasshopper	ˈgræsˌhɑpər; গ্ৰাচ হুপাৰ
917	dragon fly	ˈdrægən ˈflaɪ; ড্ৰেগন ফ্লাই
918	alert	əˈlərt; এলাৰ্ট 
919	a	ə;এই/আ
920	orange	ˈɑrɪndʒ;অ’ৰেঞ্জ 
921	satan	ˈseɪtən;চেইটান
922	regarding	rɪˈgɑrdɪŋ;ৰিগাৰ্ডিং
923	lane	ˈleɪn;লেইন
924	way	ˈweɪ;ৱেই
925	alley	ˈæliː;এলি
926	beam	ˈbiːm;বিম
927	heavy	ˈheviː;হেভি
928	ballad	ˈbæləd;বেলাড
929	weight	ˈweɪt;ৱেইট্
930	how	ˈhæʊ;হাউ
931	accumulation	əˌkjuːməˈleɪʃən;একিউমুলেইচন
932	reaction	riːˈækʃən;ৰিএকচন
933	advertise	ˈædvərˌtaɪz;এডভাৰটাইজ
934	length	ˈleŋ(k)θ;লেংথ
935	invent	ɪnˈvent;ইন্‌ভেণ্ট
936	invention	ɪnˈvenʃən;ইন্‌ভেন্‌চন
937	frank	ˈfræŋk;ফ্ৰেংক
938	cymbal	ˈsɪmbəl;চিম্বল
939	candid	ˈkændəd;কেণ্ডিড
940	scammer	[ˈskæmmer];স্কেমাৰ
941	sand	ˈsænd;চেণ্ড
942	addition	əˈdɪʃən;এডিচন
943	connection	kəˈnekʃən;কানেকচন
944	connect	kəˈnekt;কানেকট
945	attach	əˈtætʃ;এটাচ্ছ
946	attachment	əˈtætʃmənt;এটাচ্ছমেন্ট 
947	information	ˌɪnfərˈmeɪʃən;ইনফৰমেইচন
948	data	ˈdeɪtə;ডাটা
949	deer	ˈdɪr;ডিয়াৰ
950	whereabouts	[whereabouts];হুৱেৰএবাউট
951	location	loʊˈkeɪʃən;ল’কেচন
952	salutation	ˌsæljəˈteɪʃən;চেলুটেইচন
953	elephant	ˈeləfənt;এলিফেণ্ট 
954	warranty	ˈwɔrəntiː;ৱাৰেণ্টি 
955	warrant	ˈwɔrənt;ৱাৰেণ্ট
956	war	ˈwɔr;ৱাৰ
957	wall	ˈwɔl;ৱাল 
958	infant	ˈɪnfənt;ইনফেণ্ট
959	offspring	ˈɔfˌsprɪŋ;অফস্প্ৰিং 
960	mammal	ˈmæməl;মেমেল
961	milk	ˈmɪlk;মিল্ক 
962	baby	ˈbeɪbiː;বেবি 
963	child	ˈtʃaɪld;চাইল্ড 
964	battle	ˈbætəl;বেট্‌ল
965	native	ˈneɪtɪv;নেটিভ
966	jewellery	[jewellery];জুৱেলেৰি
967	jewel	ˈdʒuːəl;জিৱেল 
968	gem	ˈdʒem;জেম
969	ornament	ˈɔrnəmənt;অৰনামেণ্ট
970	stone	ˈstoʊn;ষ্ট’ন
971	rock	ˈrɑk;ৰক্
972	advocate	ˈædvəkət;এডভ’কেট 
973	breast	ˈbrest;ব্ৰেষ্ট 
974	penis	ˈpiːnəs;পেনিচ 
975	vagina	vəˈdʒaɪnə;ভেজিনা 
976	innerwear	ˈɪnərˌwer;ইনাৰৱেৰ
977	vis-à-vis	ˈviːzəˈviː;ভিজ-আ-ভিজ
978	mask	ˈmæsk;মাস্ক
979	charmed	ˈtʃɑrmd;চাৰ্মড
980	flower	ˈflæʊr;ফ্লাৱাৰ
981	shower	ˈʃæʊr;চাৱাৰ
982	versus	ˈvərsəs;ভাৰচেচ
983	head	ˈhed;হেড
984	xray	ˈeksˌreɪ;এক্সৰেই
985	apparatus	ˌæpəˈrætəs;এপেৰেটাচ
986	tool	ˈtuːl;টুল
987	chiseller	[chiseller];চিচলাৰ
988	text book	ˈtekst ˈbʊk;টেক্সট বুক
989	committee	kəˈmɪtiː;কমিটি
990	board	ˈbɔrd;বৰ্ড
991	industry	ˈɪndəstriː;ইণ্ডাষ্ট্ৰি
992	sex	ˈseks;চেক্স
993	sexual	ˈsekʃwəl;চেক্সচুৱেল
994	sexy	ˈseksiː;চেক্সি
995	home	ˈhoʊm;হ’ম
996	popular	ˈpɑpjələr;পপুলাৰ
997	pea	ˈpiː;পি
998	extinguisher	ɪkˈstɪŋ(g)wɪʃər;এক্সটিংগুইজাৰ
999	chiseler	ˈtʃɪzələr;চিজ্‌লাৰ
1000	allowance	əˈlæʊəns;এলাউৱেঞ্চ
1001	virus	ˈvaɪrəs;ভাইৰাচ
1002	defrauder	dɪˈfrɔdər;ডিফ্ৰাউডাৰ
1003	sickness	ˈsɪknəs;চিকনেচ
1004	sick	ˈsɪk;চিক
1005	ill	ˈɪl;ইল
1006	butter	ˈbətər;বাটাৰ
1007	desire	dɪˈzaɪr;ডিজায়াৰ
1008	flux	ˈfləks;ফ্লাক্স
1009	gulf	ˈgəlf;গাল্ফ
1010	NRI	[NRI];এন-আৰ-আই
1011	NRA	[NRA];এন-আৰ-এ
1012	indian	ˈɪndiːən;ইণ্ডিয়ান
1013	Assamese	ˌæsəˈmiːz;আচামিজ
1014	india	ˈɪndiːə;ইণ্ডিয়া
1015	unit	ˈjuːnət;ইউনিট
1016	theorem	ˈθiːərəm;থিয়ৰাম
1017	jump	ˈdʒəmp;জাম্প
1018	son	ˈsən;চন
1019	daughter	ˈdɔtər;ড’টাৰ
1020	gal	ˈgæl;গেল
1021	lad	ˈlæd;লেড
1022	company	ˈkəmpniː;কমপেনি
1023	an	ən;এন
1024	the	ðə;ডা/ডি
1025	huge	ˈhjuːdʒ;হিউজ
1026	visa-vis	ˈviːzəˈviː;ভিজাভিজ
1027	consequence	ˈkɑnsəˌkwens;কঞ্চিকুৱেঞ্চ
1028	procrastination	[procrastination];প্ৰক্ৰাষ্টিনেচন
1029	issue	ˈɪʃuː;ইচু
1030	cheque	ˈtʃek;চেক্
1031	money order	ˈməniː ˈɔrdər;মনি অৰ্ডাৰ
1032	fund	ˈfənd;ফাণ্ড
1033	bank	ˈbæŋk;বেংক
1034	gift	ˈgɪft;গিফ্ট
1035	guide	ˈgaɪd;গাইড
1036	guest	ˈgest;গেষ্ট
1037	relief	rɪˈliːf;ৰিলিফ
1038	anger	ˈæŋgər;এংগাৰ
1039	actor	ˈæktər;এক্টৰ
1040	country	ˈkəntriː;কান্ট্ৰি
1041	currency	ˈkərənsiː;কাৰেঞ্চি
1042	capital	ˈkæpətəl;কেপিটেল
1043	cautious	ˈkɔʃəs;কউচিয়াচ
1044	that much	ˈðæt ˈmətʃ;ডেট মাচ
1045	guidance	ˈgaɪdəns;গাইডেঞ্চ
1046	handle	ˈhændəl;হেণ্ডেল
1047	trust	ˈtrəst;ট্ৰাষ্ট
1048	cylinder	ˈsɪləndər;চিলিণ্ডাৰ
1049	idiot	ˈɪdiːət;ইডিয়ট
1050	chair	ˈtʃer;চেয়াৰ
1051	dummy	ˈdəmiː;ডামি
1052	religion	rɪˈlɪdʒən;ৰিলিজন
1053	belief	bəˈliːf;বিলিফ্
1054	believe	bəˈliːv;বিলিভ্
1055	likewise	ˈlaɪkˌwaɪz;লাইকৱাইজ
1056	hi	ˈhaɪ(iː);হাই
1057	freed	ˈfriːd;ফ্ৰিড
1058	position	pəˈzɪʃən;প’জিচন
1059	treaty	ˈtriːtiː;ট্ৰিটি
1060	materialization	məˌtɪriːələˈzeɪʃən;মেটেৰিয়েলাইজেইচন
1061	appoint	əˈpɔɪnt;এপইণ্ট
1062	involved	ɪnˈvɑlvd;ইনভল্‌ভ্‌ড
1063	problem	ˈprɑbləm;প্ৰবলেম
1064	call upon	ˈkɔl əˈpɔn;কল আপন
1065	challenge	ˈtʃæləndʒ;চেলেঞ্জ
